playlist_id	owner_id	x_owner_group	streams	stream30s	dau	wau	mau	mau_previous_month	mau_both_months	users	skippers	owner_country	n_tracks	n_local_tracks	n_artists	n_albums	monthly_stream30s	monthly_owner_stream30s	genre_1	genre_2	genre_3	mood_1	mood_2	mood_3	tokens	x_estimated_revenue_usd	x_ratio_streams_above_30s_threshold	x_retention_rate_m	x_ratio_skippers_d	x_projected_engaging_time_in_min	x_projected_engaging_time_in_hour	x_projected_engaging_time_in_day	x_mininum_engaing_time_per_user	x_playlist_type_by_artist	x_playlist_type_by_album	x_playlist_type_by_artist_by_album
6syHPZQyKkl3amP1reh3xZ	6d1e703603b19dfe33b65b4d20ef60d1	non-spotify	708	372	127	594	2669	3684	152	8747	115	US	18	0	18	11	9920	8	electronica	dance & house	pop	defiant	excited	yearning	jason, derulo, wiggle, snoop	2.604	0.5254	0.0413	0.0131	63.00	1.05	0.04	0.02	various_artist	various_album	various_artist_various_album
6Ihy61dw1XSvCiKNpNlWsu	ab51f59f95d7d18288e8a53c05e21f45	non-spotify	582	372	36	211	632	571	151	1265	19	US	180	0	28	12	14139	3	alternative	indie rock	pop	sophisticated	excited	empowering	lana, marina, lorde	2.604	0.6392	0.2644	0.0150	630.00	10.50	0.44	0.15	various_artist	various_album	various_artist_various_album
054lKFDsoLaLzV2GZhkP81	08df485410b59fbea86150027bc904b2	non-spotify	453	371	24	85	310	309	34	663	10	US	69	0	19	26	6014	135	latin	pop	other	lively	romantic	cool	larry, hernu00e1ndez, narco, corridos	2.597	0.8190	0.1100	0.0151	241.50	4.03	0.17	0.28	various_artist	various_album	various_artist_various_album
47wxIGfLCMxYGgTpNWQQEm	6b4437d43eed0f8e5ba8ee6c2362199d	non-spotify	738	371	35	105	243	226	142	361	17	US	356	0	309	309	7662	47	rap	r&b	pop	defiant	energizing	cool	ratchet, muzik	2.597	0.5027	0.6283	0.0471	1246.00	20.77	0.87	0.51	various_artist	various_album	various_artist_various_album
2udv9AERTo3Um2WIPZpwBi	f51ba2d719b159998e8e6c37e08aff7c	non-spotify	490	370	40	316	1188	1207	563	2064	25	US	15	0	15	15	18742	7	indie rock	dance & house	r&b	brooding	sensual	yearning	kcrw, x, morning, becomes, eclectic	2.590	0.7551	0.4664	0.0121	52.50	0.88	0.04	0.09	various_artist	various_album	various_artist_various_album
5m3bPN3hh5bAe9khfHWpzY	88b8cb5657f74c8e159334229b33b584	non-spotify	860	370	43	203	640	634	117	1376	27	US	205	0	176	102	10943	111	pop	traditional	soundtrack	fiery	lively	cool	songs	2.590	0.4302	0.1845	0.0196	717.50	11.96	0.50	0.13	various_artist	various_album	various_artist_various_album
1uNn0MAXFohzpglkYyhtRC	0563b8169d68bfbf4f3a55c5479a48b1	non-spotify	691	370	56	381	1086	886	99	2388	38	US	52	0	3	4	15071	13	soundtrack	other	other	serious	somber	peaceful	hans, zimmer, batman, trilogy, inception	2.590	0.5355	0.1117	0.0159	182.00	3.03	0.13	0.08	various_artist	various_album	various_artist_various_album
1cMpmL3frAf7PpGcA5kWJV	c41e36ac94673c16ba882c0ca4432f70	non-spotify	418	369	19	70	177	165	56	345	9	US	384	0	301	329	7280	84	dance & house	electronica	pop	excited	energizing	aggressive	dubstep, beauty, melodic, vocal, liquid, dubstep, trap	2.583	0.8828	0.3394	0.0261	1344.00	22.40	0.93	0.53	various_artist	various_album	various_artist_various_album
2QbzoIAjB7EGAvBIL78ySS	0e1852adfae78c8115cbe0a7ac23847d	non-spotify	513	368	24	130	428	359	61	1006	14	US	392	19	158	191	9742	514	soundtrack	classical	pop	romantic	serious	peaceful	inspirational, music, soundtracks	2.576	0.7173	0.1699	0.0139	1372.00	22.87	0.95	0.18	various_artist	various_album	various_artist_various_album
39OpzSsDBTZoW46J0V9r9A	29fe5a3323e44b977ee735931807a72d	non-spotify	934	367	74	410	1196	946	97	2526	59	US	86	0	45	15	9579	5	pop	children's	soundtrack	excited	urgent	defiant	other	2.569	0.3929	0.1025	0.0234	301.00	5.02	0.21	0.07	various_artist	various_album	various_artist_various_album
0g2lycSodSanVihKPgkTcs	119590fe3d48ddcf4b6451bc32557ca4	non-spotify	368	367	3	8	27	30	9	71	1	US	126	0	111	108	5216	0	pop	rock	alternative	excited	urgent	energizing	retail, music	2.569	0.9973	0.3000	0.0141	441.00	7.35	0.31	2.58	various_artist	various_album	various_artist_various_album
79UkKUU2IZaep1Q50kjT8l	7ccc5ab7685b7aaf8526bf057afe1de5	non-spotify	540	367	38	164	606	464	66	1340	18	US	53	1	46	41	8557	40	pop	soundtrack	country & folk	excited	yearning	sophisticated	christina, perri, human	2.569	0.6796	0.1422	0.0134	185.50	3.09	0.13	0.14	various_artist	various_album	various_artist_various_album
0YaDOKvU7xIcb9DAEU6N2w	f2f21e22a43dda17c633aa46ccb75afd	non-spotify	367	366	1	3	5	4	3	7	0	US	290	0	84	90	9883	33	pop	easy listening	jazz	sophisticated	lively	romantic	mambo, italiano	2.562	0.9973	0.7500	0.0000	1015.00	16.92	0.70	26.14	various_artist	various_album	various_artist_various_album
1oDFttzXiLUJLjMyulUugY	spotify	spotify	540	365	37	349	1221	4113	109	7143	30	US	150	0	63	67	18162	0	electronica	dance & house	indie rock	sensual	peaceful	brooding	workday, zen	2.555	0.6759	0.0265	0.0042	525.00	8.75	0.36	0.03	various_artist	various_album	various_artist_various_album
3gZLeQbkOlJDLo5meGgbkF	7fa1a3b21f21230b0f552e75bd931913	non-spotify	398	364	15	83	269	264	50	614	7	US	73	0	54	20	11481	0	jazz	dance & house	electronica	sensual	yearning	tender	ipanema, bossanova	2.548	0.9146	0.1894	0.0114	255.50	4.26	0.18	0.30	various_artist	various_album	various_artist_various_album
3JKOMBklaRGYpJvqTlF4V8	34d46d22a8e45a656a1f66a60f5e2bfb	non-spotify	377	364	9	24	53	52	18	106	1	US	40	0	1	1	12196	218	children's	alternative	new age	tender	melancholy	easygoing	bach	2.548	0.9655	0.3462	0.0094	140.00	2.33	0.10	1.72	single_artist	single_album	single_artist_single_album
7MA5RQmH2f3ygdJdiPyduI	56a61ace329569e7c78bbd3fbac4d82d	non-spotify	633	363	39	146	432	156	31	863	23	US	21	0	21	20	6108	6	dance & house	electronica	pop	aggressive	excited	energizing	monstercat	2.541	0.5735	0.1987	0.0267	73.50	1.23	0.05	0.21	various_artist	various_album	various_artist_various_album
3Hla1EzGn9lKO5uj15o2vE	219014cd23d760b8cf8879278ed7535e	non-spotify	450	363	22	111	383	353	29	811	8	US	50	0	27	28	7306	9	latin	pop	other	lively	cool	romantic	inquietos, norte, huracanes, norte	2.541	0.8067	0.0822	0.0099	175.00	2.92	0.12	0.22	various_artist	various_album	various_artist_various_album
0Hu6JH7Dx4OfJjmoyQALp8	dfe1bab91bb6238a8b76ed6bae59f7c2	non-spotify	507	363	52	378	1204	1066	93	2969	45	US	50	0	35	31	12171	0	jazz	latin	r&b	sentimental	fiery	tender	jazz, essentials	2.541	0.7160	0.0872	0.0152	175.00	2.92	0.12	0.06	various_artist	various_album	various_artist_various_album
7bJFpbMY6I9ynWftgY19sQ	35b25381d5f64d8bb8a41732ca0b5031	non-spotify	974	363	38	158	433	442	120	855	22	US	131	0	104	92	9816	0	rap	r&b	pop	sensual	energizing	cool	shitty	2.541	0.3727	0.2715	0.0257	458.50	7.64	0.32	0.21	various_artist	various_album	various_artist_various_album
0pVHiiOTqofZkg5FLDp8ZF	8def4a3d7ca225e5aa84fca018980912	non-spotify	415	362	17	100	307	287	72	635	8	US	1092	21	171	246	8641	64	indie rock	rock	alternative	yearning	empowering	brooding	whiskey, americana	2.534	0.8723	0.2509	0.0126	3822.00	63.70	2.65	0.29	various_artist	various_album	various_artist_various_album
6QEfmlN2D5zIGClQK31JQj	a2b5bfcaea5a0ea538d65e916c813a95	non-spotify	378	362	18	174	377	200	46	579	5	US	244	0	3	21	13852	0	children's	other	other	sensual	melancholy	peaceful	rockabye	2.534	0.9577	0.2300	0.0086	854.00	14.23	0.59	0.31	various_artist	various_album	various_artist_various_album
6cJPJlFOHLx6DanePvaCMj	0738de761cf976b3ebfefb11dd9c540f	non-spotify	382	361	15	70	231	221	44	524	11	US	80	0	51	64	8984	4	indie rock	electronica	alternative	melancholy	brooding	yearning	indie, kids, need, sleep	2.527	0.9450	0.1991	0.0210	280.00	4.67	0.19	0.34	various_artist	various_album	various_artist_various_album
3irjP5eIpxkOIv34tGVTMb	be470caa0bd4de9ab7622b25187cfd17	non-spotify	404	361	24	119	395	335	57	743	11	US	202	0	61	62	11084	73	pop	rock	traditional	empowering	sophisticated	romantic	tagalog, love, songs	2.527	0.8936	0.1701	0.0148	707.00	11.78	0.49	0.24	various_artist	various_album	various_artist_various_album
3N2Z8ug2eMDZeieoIhMzeX	b11606db7aac5cd04c3ec4093886b6ba	non-spotify	780	361	46	189	953	1042	111	2974	40	US	151	0	136	141	9375	1	alternative	rock	pop	excited	defiant	energizing	totally, weekend	2.527	0.4628	0.1065	0.0134	528.50	8.81	0.37	0.06	various_artist	various_album	various_artist_various_album
7hon3DwLk4uwjw3oNs3E3y	spotify	spotify	511	360	46	323	1444	762	103	3036	37	US	51	0	42	43	10933	1	country & folk	rock	indie rock	gritty	easygoing	empowering	fare, thee, well	2.520	0.7045	0.1352	0.0122	178.50	2.98	0.12	0.06	various_artist	various_album	various_artist_various_album
30cdxGIDm6k8RCdq7FNhMs	f8fa71d4be44120ef1ca12fff257efd9	non-spotify	530	360	38	197	611	526	88	1259	21	US	48	0	42	43	9277	44	pop	indie rock	rock	romantic	yearning	melancholy	acoustic, rap, covers	2.520	0.6792	0.1673	0.0167	168.00	2.80	0.12	0.14	various_artist	various_album	various_artist_various_album
0sKGxkSa99LDWHIEFGbVT7	415768e4fbc6e9724483799b545f5ece	non-spotify	550	360	37	152	415	414	159	827	22	US	20	0	20	20	7579	0	pop	dance & house	reggae	excited	defiant	energizing	top, chart	2.520	0.6545	0.3841	0.0266	70.00	1.17	0.05	0.22	various_artist	various_album	various_artist_various_album
3yYo5bAIaJBvAjNsGjLYRW	500881877053ffeb615d36a3cca4829b	non-spotify	440	359	29	134	353	263	51	688	13	US	223	14	30	28	9116	14	electronica	indie rock	dance & house	sensual	brooding	melancholy	other	2.513	0.8159	0.1939	0.0189	780.50	13.01	0.54	0.26	various_artist	various_album	various_artist_various_album
5rzAARtRPG06El9nprdVd1	2f3040c5a7ec81da76d6ad1a01cb34b9	non-spotify	513	359	26	140	422	397	81	849	14	US	405	8	149	134	15903	11	country & folk	rock	pop	gritty	empowering	rowdy	country	2.513	0.6998	0.2040	0.0165	1417.50	23.63	0.98	0.21	various_artist	various_album	various_artist_various_album
6t324dCMDjdmZnIGYbPwy1	43aa00fae21d67da543157833bc79e52	non-spotify	629	359	35	199	889	836	200	2007	20	US	87	1	74	77	16636	7	alternative	indie rock	pop	brooding	excited	empowering	finding, carter	2.513	0.5707	0.2392	0.0100	304.50	5.08	0.21	0.09	various_artist	various_album	various_artist_various_album
3yJBUvXoOHKfqVFNV1CP2C	1013a4c5ec84fc95adc549f8f91a23d8	non-spotify	1352	359	17	45	189	25	11	250	4	US	846	8	258	281	8207	1	indie rock	alternative	pop	excited	yearning	urgent	lendu00e1ria, playlist, amarelito	2.513	0.2655	0.4400	0.0160	2961.00	49.35	2.06	0.72	various_artist	various_album	various_artist_various_album
6k0sjrlopR3KAP9SBlctf8	f8fa058937e6ace42b71341b77a73c58	non-spotify	709	359	29	109	318	287	54	689	17	US	416	0	343	341	7615	14	rap	dance & house	pop	defiant	excited	energizing	frat, music, playlist	2.513	0.5063	0.1882	0.0247	1456.00	24.27	1.01	0.26	various_artist	various_album	various_artist_various_album
0Zc4yPK98XPcX12e39l3fs	5d4a11c7fc7a2b357a87fd1be94a1055	non-spotify	507	359	25	124	438	376	66	866	9	US	68	0	1	7	8763	1	alternative	rock	other	yearning	brooding	urgent	black, keys	2.513	0.7081	0.1755	0.0104	238.00	3.97	0.17	0.21	single_artist	various_album	signle_artist_various_album
0uxgkOIkRVXe2Y8SRto7YM	94be6d5c26af0d74ea385bbf6b0ab7f4	non-spotify	559	359	24	158	500	453	99	982	14	US	702	0	1	132	10167	14	punk	alternative	rock	defiant	urgent	empowering	covers	2.513	0.6422	0.2185	0.0143	2457.00	40.95	1.71	0.18	single_artist	various_album	signle_artist_various_album
6UHPpIFjgKAg2gM3Ybazt4	ff938594386f5d2746e98c6cbfd5dbea	non-spotify	360	357	4	18	50	40	6	142	2	US	100	0	1	1	6721	2528	alternative	new age	electronica	tender	peaceful	romantic	zen, meditation, natural, white, noise, new, age, deep, massage, relaxing, spa, music, sound, therapy, relaxation, sounds, baby, study, yoga	2.499	0.9917	0.1500	0.0141	350.00	5.83	0.24	1.26	single_artist	single_album	single_artist_single_album
1KCl4iiDLDnGMhYNWyRMIr	d4a436a999bd9ceff811abb6032eb906	non-spotify	359	357	2	2	5	7	2	16	2	US	32	0	20	9	7866	7816	children's	pop	soundtrack	rowdy	lively	easygoing	other	2.499	0.9944	0.2857	0.1250	112.00	1.87	0.08	11.16	various_artist	various_album	various_artist_various_album
0NYOZDrtvaSjFjN0jbpGc5	a91eed074c3d3479dcbd5c63368facb2	non-spotify	371	357	1	1	5	5	1	26	2	US	350	0	1	14	8138	8029	rap	dance & house	new age	energizing	other	excited	jamming	2.499	0.9623	0.2000	0.0769	1225.00	20.42	0.85	6.87	single_artist	various_album	signle_artist_various_album
5vDlkqMYauPA9jXbhngfAm	68a3a6a7e8e1d32a04aa63f719ab298e	non-spotify	821	357	50	225	726	685	103	1761	37	US	124	0	100	107	9121	0	rap	pop	r&b	defiant	excited	energizing	fancy	2.499	0.4348	0.1504	0.0210	434.00	7.23	0.30	0.10	various_artist	various_album	various_artist_various_album
03bKMoeCxREu1jKjPvCXwD	873e57d2cb8da721389c3132638bbb3f	non-spotify	479	357	21	145	429	384	121	932	7	US	1647	0	381	556	21103	30	electronica	dance & house	indie rock	sensual	excited	brooding	music, programming	2.499	0.7453	0.3151	0.0075	5764.50	96.08	4.00	0.19	various_artist	various_album	various_artist_various_album
0RKnux1LV8IVjzaT5dUtBl	5257bf454d4c14be13d98b120b8bfd0e	non-spotify	1060	357	44	214	764	979	324	1756	30	US	209	0	169	182	15464	7	pop	rock	alternative	excited	energizing	sensual	music, used, love	2.499	0.3368	0.3309	0.0171	731.50	12.19	0.51	0.10	various_artist	various_album	various_artist_various_album
6sjcAKwplYdvNVmXuVWqYK	4a03268bef1505a49f8b3eced879f311	non-spotify	918	356	57	286	944	1039	216	2494	54	US	89	0	87	57	9609	10	rap	r&b	rock	defiant	cool	energizing	kanye, west, samples	2.492	0.3878	0.2079	0.0217	311.50	5.19	0.22	0.07	various_artist	various_album	various_artist_various_album
13W4ijgAs0OL7v6dvqE0Gw	de02b2c8e50c67de36571e78485f919a	non-spotify	492	356	13	82	194	163	53	397	9	US	509	0	174	148	9592	248	rap	electronica	r&b	sensual	cool	brooding	nujabes, dj, okawari, tsunenori, gowe, kero, one, marcus, pdp, soulchef, dumbfoundead, yiruma, kondor, blazo	2.492	0.7236	0.3252	0.0227	1781.50	29.69	1.24	0.45	various_artist	various_album	various_artist_various_album
1HqwvVrLoSOy9K8Ac0A36M	d6971759921bac02f0a19dadc57301a0	non-spotify	567	356	52	238	389	0	0	481	22	US	15	0	15	15	3955	7	pop	electronica	soundtrack	excited	defiant	sensual	popsugar, fall, cardio	2.492	0.6279	0.0000	0.0457	52.50	0.88	0.04	0.37	various_artist	various_album	various_artist_various_album
6gwFyrUahePkhotig5LKoS	4a9fe42b6c21a99ab09ef751e8c4e986	non-spotify	479	356	34	195	739	804	112	1709	18	US	100	0	77	85	14497	0	religious	pop	traditional	empowering	yearning	romantic	wow, greatest, christian, songs, time	2.492	0.7432	0.1393	0.0105	350.00	5.83	0.24	0.10	various_artist	various_album	various_artist_various_album
6ULQRU5iS5o2xRqtwmeq5B	ba2a5b7db5c7c9fa5de02251f8f0ad80	non-spotify	493	355	26	116	311	300	131	529	9	US	48	0	36	37	12541	12	country & folk	spoken & audio	pop	upbeat	yearning	rowdy	billboard, hot, country	2.485	0.7201	0.4367	0.0170	168.00	2.80	0.12	0.34	various_artist	various_album	various_artist_various_album
2Lg0HqaCfcnpoJN1snVkfo	746bf3413ac6fa932ca7d7b0d1399494	non-spotify	444	355	22	103	300	303	55	621	7	US	86	0	38	38	9372	53	country & folk	pop	rock	upbeat	empowering	yearning	country, top, hits	2.485	0.7995	0.1815	0.0113	301.00	5.02	0.21	0.29	various_artist	various_album	various_artist_various_album
2IRJ1c9cJYNkY0EEBzvUZI	b309f77ffa252f624d165b200349ad1e	non-spotify	421	355	3	16	59	27	1	176	4	US	206	0	21	23	9836	9655	dance & house	electronica	country & folk	brooding	peaceful	excited	summer, fall	2.485	0.8432	0.0370	0.0227	721.00	12.02	0.50	1.01	various_artist	various_album	various_artist_various_album
700iU4o2jkNSivSNmaqFXE	502345a391d3b799c5e9df1eff92fc84	non-spotify	552	354	66	276	940	891	68	2062	46	US	120	0	3	18	8142	0	rock	alternative	pop	brooding	empowering	lively	gabriel	2.478	0.6413	0.0763	0.0223	420.00	7.00	0.29	0.09	various_artist	various_album	various_artist_various_album
5p1Ixnzmw8kiPJVNxqFuPI	fcb8c05725ac8f02a79abd95260fdaa1	non-spotify	773	354	29	157	450	452	112	973	20	US	912	0	361	411	12349	122	indie rock	dance & house	electronica	excited	energizing	urgent	day, drinking, hipsters, black, lcd, two, door	2.478	0.4580	0.2478	0.0206	3192.00	53.20	2.22	0.18	various_artist	various_album	various_artist_various_album
3uZToetSX6TzgBpc0qL0fW	93dfe3ec572168f4e3d85ade2882c51f	non-spotify	391	354	20	44	135	95	15	256	8	US	254	1	2	142	3642	169	pop	rock	indie rock	yearning	empowering	sophisticated	acoustic, chill, saturday, afternoon	2.478	0.9054	0.1579	0.0313	889.00	14.82	0.62	0.69	various_artist	various_album	various_artist_various_album
24Oe3zxQ3rJR1YVMcHXbxq	3223ec6057a46364edd184144a216b49	non-spotify	438	354	20	112	336	302	72	641	4	US	171	0	101	130	10432	3	indie rock	alternative	pop	melancholy	yearning	gritty	bon, jose, josh, garrels	2.478	0.8082	0.2384	0.0062	598.50	9.98	0.42	0.28	various_artist	various_album	various_artist_various_album
2DAYAy1vakKPPmLOpg30LW	1ea950c610a2d718be44d6d92460b0a9	non-spotify	454	353	27	119	329	309	71	687	10	US	181	0	10	10	12215	20	soundtrack	other	other	yearning	romantic	serious	two, steps, hell	2.471	0.7775	0.2298	0.0146	633.50	10.56	0.44	0.26	various_artist	various_album	various_artist_various_album
6jOxjGo6sObihOyusep5Wy	b55d8c402b7ff6afef8e51f06983b7da	non-spotify	497	353	32	143	419	323	63	745	11	US	22	0	3	4	7635	6	pop	jazz	latin	lively	romantic	upbeat	traviezos, sierra	2.471	0.7103	0.1950	0.0148	77.00	1.28	0.05	0.24	various_artist	various_album	various_artist_various_album
4GeSHJRnQSs2WawXu87ScN	7b25b8b9af1fd556abfd1b782ed4bdff	non-spotify	546	353	34	143	650	2949	257	4851	30	US	119	0	105	112	9364	3	electronica	r&b	dance & house	sensual	energizing	excited	ear, headphone, tracks	2.471	0.6465	0.0871	0.0062	416.50	6.94	0.29	0.04	various_artist	various_album	various_artist_various_album
2RGCKvCN4nFCVrCbqBkzCh	8097acc4c6ee63b3757a28ecdcf797b0	non-spotify	504	352	25	148	521	482	52	1244	24	US	41	1	31	35	6559	3	pop	alternative	rock	yearning	empowering	melancholy	sad, breakup, playlist	2.464	0.6984	0.1079	0.0193	143.50	2.39	0.10	0.14	various_artist	various_album	various_artist_various_album
627374KbSi9YBcvUfgryKV	8eec5d1ea9d6e1fcc542c7eb7d745c1c	non-spotify	394	352	27	122	371	327	100	635	7	US	2754	0	70	124	16031	240	latin	religious	pop	empowering	sophisticated	romantic	solo, adoraciu00f3n	2.464	0.8934	0.3058	0.0110	9639.00	160.65	6.69	0.28	various_artist	various_album	various_artist_various_album
6TSycS61hOdvmxGkdpgOai	01dba58c1386b9c11572c5526e65ea63	non-spotify	627	352	18	74	226	236	36	525	10	US	197	2	145	163	7311	1	rock	pop	r&b	empowering	romantic	sensual	cheesy, love, songs	2.464	0.5614	0.1525	0.0190	689.50	11.49	0.48	0.34	various_artist	various_album	various_artist_various_album
5gVXYgiQdZEohAbkjrktog	6154960e09f36be535b7a50b85b29455	non-spotify	354	352	2	4	4	5	4	6	0	US	284	1	221	237	16504	0	rock	alternative	pop	rowdy	excited	empowering	aaa, jii	2.464	0.9944	0.8000	0.0000	994.00	16.57	0.69	29.33	various_artist	various_album	various_artist_various_album
5sJ2aRX7j4UsflCsvZiZQi	68b62ffd84a3dcbce29853b2ce577c26	non-spotify	482	352	33	221	679	594	99	1383	15	US	139	0	68	86	16681	797	religious	pop	country & folk	empowering	upbeat	brooding	christian, worship, music	2.464	0.7303	0.1667	0.0108	486.50	8.11	0.34	0.13	various_artist	various_album	various_artist_various_album
6UCiwhjTcKc4GFoTAKWvEw	720b4cd4d88bf50d63dd5e0432b3741f	non-spotify	561	352	37	137	428	448	46	1269	37	US	74	0	24	10	4157	570	pop	children's	reggae	excited	yearning	urgent	ross, lynch, austin, turn	2.464	0.6275	0.1027	0.0292	259.00	4.32	0.18	0.14	various_artist	various_album	various_artist_various_album
7C6rqI0gCrrlbu4BuS2kJj	1fe2fc355c08d40c9af9a97a97639f45	non-spotify	512	352	36	200	719	729	111	1553	15	US	56	0	10	7	9481	0	rap	pop	other	defiant	energizing	cool	gdragon	2.464	0.6875	0.1523	0.0097	196.00	3.27	0.14	0.11	various_artist	various_album	various_artist_various_album
5vPhk8qb72cWDY06HQSqZk	644f4863d839534f95340f68c5762226	non-spotify	662	351	26	97	322	293	42	672	11	US	107	0	33	60	7652	0	latin	alternative	pop	excited	urgent	empowering	espau00f1ol, hits, colombia	2.457	0.5302	0.1433	0.0164	374.50	6.24	0.26	0.26	various_artist	various_album	various_artist_various_album
0Zw1UEfU3QfMEtgia6ydPn	363b8a7da20b1f7cbbbd2fe80636965a	non-spotify	719	351	35	146	419	406	72	967	18	US	50	0	39	8	5777	19	children's	soundtrack	pop	empowering	romantic	lively	disney, princess	2.457	0.4882	0.1773	0.0186	175.00	2.92	0.12	0.18	various_artist	various_album	various_artist_various_album
42vs48yY6ErymomQjKD1CM	47fb38d1e7fac5023980cc3769febdf9	non-spotify	545	350	21	116	335	292	46	687	11	US	152	0	113	108	12322	60	r&b	pop	rock	empowering	sensual	sophisticated	love, songs	2.450	0.6422	0.1575	0.0160	532.00	8.87	0.37	0.25	various_artist	various_album	various_artist_various_album
7bakaHpgoh4pKaWe4aJdDE	af499ad68b8cad29901fb6da6c8743e9	non-spotify	436	350	29	157	497	467	77	1015	9	US	132	0	1	5	12278	0	metal	other	other	urgent	aggressive	brooding	system	2.450	0.8028	0.1649	0.0089	462.00	7.70	0.32	0.17	single_artist	various_album	signle_artist_various_album
3ZUcuF9ppoaPPd7mnrPwXg	1bb933517ea408f9d532366a3a8216f9	non-spotify	501	350	20	98	272	235	74	532	9	US	76	0	71	63	9497	45	rap	r&b	pop	defiant	cool	energizing	crossfit, rap, clean	2.450	0.6986	0.3149	0.0169	266.00	4.43	0.18	0.33	various_artist	various_album	various_artist_various_album
6jglEJfvmLppQDZKAWWE90	2f751b47df40b7c07239d9c5930d95a6	non-spotify	539	350	1	6	16	11	3	37	1	US	1004	0	1	1	954	848	pop	dance & house	rap	excited	defiant	energizing	could, one	2.450	0.6494	0.2727	0.0270	3514.00	58.57	2.44	4.73	single_artist	single_album	single_artist_single_album
7Moqu7IvOCYps9zVoej7r7	6f5a1d8821611de5d6fca3fda62ad0df	non-spotify	519	349	36	114	303	221	50	565	16	US	83	0	11	12	5445	0	rap	r&b	pop	defiant	excited	romantic	hoodie	2.443	0.6724	0.2262	0.0283	290.50	4.84	0.20	0.31	various_artist	various_album	various_artist_various_album
4hjfN0lKF6egnlG0VRAxiY	spotify	spotify	614	349	62	461	1834	2233	197	5921	68	US	44	0	44	44	14623	1	religious	r&b	punk	stirring	defiant	empowering	spread, gospel	2.443	0.5684	0.0882	0.0115	154.00	2.57	0.11	0.03	various_artist	various_album	various_artist_various_album
3Q20dfPYYg6D7j8TcCdP8j	6820e168eb8b1d32454d3bd8c3048a92	non-spotify	611	349	35	182	502	475	128	985	17	US	59	0	58	30	10415	0	rap	r&b	pop	defiant	cool	energizing	best, drake	2.443	0.5712	0.2695	0.0173	206.50	3.44	0.14	0.18	various_artist	various_album	various_artist_various_album
3jnrjpdzix3HWx3VG1w8GL	5478058dfbfbac512ad958190889b09f	non-spotify	877	348	43	213	649	568	80	1358	34	US	754	0	240	245	7439	188	latin	pop	jazz	excited	energizing	fiery	cha, cha, cha, top	2.436	0.3968	0.1408	0.0250	2639.00	43.98	1.83	0.13	various_artist	various_album	various_artist_various_album
49lwf7QIsaZQ2WvxyMqzJJ	6a3e1abdef31bcaa26b119266d234ab6	non-spotify	693	348	31	103	295	234	59	574	13	US	171	12	125	105	7631	481	rap	pop	r&b	cool	defiant	sensual	chill, rap	2.436	0.5022	0.2521	0.0226	598.50	9.98	0.42	0.30	various_artist	various_album	various_artist_various_album
43kk6XjYzMOJXX4ZLqPLqG	25de5dbc34ddcb2b24b1af0e2078c99a	non-spotify	412	348	17	76	210	204	46	498	7	US	834	0	323	365	9874	229	indie rock	alternative	electronica	yearning	excited	urgent	happy, hipster, music	2.436	0.8447	0.2255	0.0141	2919.00	48.65	2.03	0.35	various_artist	various_album	various_artist_various_album
1ZP5RL9ybWXMFJEhHabGO1	ccc23f3a49bcf3ffb4b07a91886d6e45	non-spotify	688	347	105	642	2374	2212	63	6395	110	US	131	0	63	75	10463	208	alternative	metal	rock	urgent	empowering	defiant	ac, dc	2.429	0.5044	0.0285	0.0172	458.50	7.64	0.32	0.03	various_artist	various_album	various_artist_various_album
5psH9HGTXtV0XVCzac6oly	d22b84cf3a1b1af2a67b49519498fa82	non-spotify	450	347	11	42	105	96	18	228	4	US	793	0	213	115	2521	0	rock	alternative	reggae	urgent	upbeat	rowdy	garage, rock	2.429	0.7711	0.1875	0.0175	2775.50	46.26	1.93	0.76	various_artist	various_album	various_artist_various_album
1uaLfTJ6SBSWa9cpB7gnYK	22e3452ff7cbb0416eaacafb683e6869	non-spotify	347	347	1	1	2	2	1	3	0	US	258	0	20	7	8527	8525	pop	alternative	rap	defiant	sensual	energizing	playlist	2.429	1.0000	0.5000	0.0000	903.00	15.05	0.63	57.83	various_artist	various_album	various_artist_various_album
3y08uM2UL6TYPDfpmdcfFN	e0f385050ec2f4156d51b8f597773df4	non-spotify	1176	347	34	34	34	0	0	43	19	US	340	0	150	136	395	60	rap	dance & house	electronica	defiant	cool	energizing	house, party	2.429	0.2951	0.0000	0.4419	1190.00	19.83	0.83	4.03	various_artist	various_album	various_artist_various_album
1wvHiNXh0AeTC0phMGuzvH	a19ebea5b5c28f3eff7f45167f7f3b1c	non-spotify	593	346	46	218	825	483	110	1909	32	US	91	0	89	89	11905	47	dance & house	electronica	pop	excited	aggressive	energizing	edm, love, deep, house, tech, house, electronic, underground, burning, adid, day, dream, dance, funk, house, funky, lounge, chill, oliver, heldens, mark, knight, mde, michael, brun, remix	2.422	0.5835	0.2277	0.0168	318.50	5.31	0.22	0.09	various_artist	various_album	various_artist_various_album
6nYekZzN8PkdUGEuKtcG4e	c5fa24bfc265acece841464f212cef8d	non-spotify	536	346	21	78	219	234	100	520	10	US	43	4	38	38	11554	187	dance & house	electronica	pop	excited	aggressive	yearning	other	2.422	0.6455	0.4274	0.0192	150.50	2.51	0.10	0.33	various_artist	various_album	various_artist_various_album
