playlist_id	owner_id	x_owner_group	streams	stream30s	dau	wau	mau	mau_previous_month	mau_both_months	users	skippers	owner_country	n_tracks	n_local_tracks	n_artists	n_albums	monthly_stream30s	monthly_owner_stream30s	genre_1	genre_2	genre_3	mood_1	mood_2	mood_3	tokens	x_estimated_revenue_usd	x_ratio_streams_above_30s_threshold	x_retention_rate_m	x_ratio_skippers_d	x_projected_engaging_time_in_min	x_projected_engaging_time_in_hour	x_projected_engaging_time_in_day	x_mininum_engaing_time_per_user	x_playlist_type_by_artist	x_playlist_type_by_album	x_playlist_type_by_artist_by_album
2BgVZaiDigaqxTbZEI2TpE	spotify	spotify	11140	5871	817	4349	11378	12547	2396	32424	700	US	26	0	26	26	142723	0	dance & house	pop	rap	excited	aggressive	energizing	tru00e4ning	41.097	0.5270	0.1910	0.0216	91.00	1.52	0.06	0.09	various_artist	various_album	various_artist_various_album
2trYTbVQskPcg88uV7pxJk	spotify	spotify	13510	5851	855	5423	21079	26138	3190	67868	818	US	226	0	111	110	227775	0	dance & house	pop	rap	excited	defiant	energizing	other	40.957	0.4331	0.1220	0.0121	791.00	13.18	0.55	0.04	various_artist	various_album	various_artist_various_album
3Ok1t1aJMBDPTv6dYRGujF	spotify	spotify	9135	5829	772	5417	25408	27475	2830	95605	955	US	30	0	30	30	249245	0	indie rock	country & folk	rock	upbeat	empowering	brooding	run, wild	40.803	0.6381	0.1030	0.0100	105.00	1.75	0.07	0.03	various_artist	various_album	various_artist_various_album
6LKkPpWPCwikRlH8uIJG6h	63ba301c493802a405886de4696b20c4	non-spotify	7693	5744	284	1064	2653	2465	884	4714	70	US	1442	0	230	359	168899	32	pop	rap	rock	empowering	sophisticated	yearning	chinese, pop	40.208	0.7467	0.3586	0.0148	5047.00	84.12	3.50	0.61	various_artist	various_album	various_artist_various_album
5ozo3rQl2Kd6CZYfRYTVhU	a43bb5f81d58bf635efceee28ebdccca	non-spotify	7423	5712	546	2714	2854	0	0	3483	188	US	30	0	27	27	39317	67	alternative	indie rock	rock	empowering	sensual	easygoing	falling	39.984	0.7695	0.0000	0.0540	105.00	1.75	0.07	0.82	various_artist	various_album	various_artist_various_album
06U6mm6KPtPIg9D4YGNEnu	spotify	spotify	9421	5678	838	5923	17980	14892	2172	49623	802	US	47	0	47	47	179201	0	indie rock	electronica	alternative	excited	yearning	brooding	night, run	39.746	0.6027	0.1459	0.0162	164.50	2.74	0.11	0.06	various_artist	various_album	various_artist_various_album
4RmINrqBZGFs4NGTEWkeuT	spotify	spotify	9423	5564	1023	7569	21754	437	74	30225	862	US	41	0	34	25	168798	0	classical	pop	other	serious	stirring	peaceful	epic, classical	38.948	0.5905	0.1693	0.0285	143.50	2.39	0.10	0.09	various_artist	various_album	various_artist_various_album
1tU9N8iyO6oHPh25g4MPk7	spotify	spotify	9113	5548	866	4325	18989	21914	2794	48523	592	US	40	0	1	1	193639	0	metal	rock	other	excited	rowdy	urgent	old, school, heavy, metal	38.836	0.6088	0.1275	0.0122	140.00	2.33	0.10	0.06	single_artist	single_album	single_artist_single_album
08vPKM3pmoyF6crB2EtASQ	spotify	spotify	10089	5524	1227	8315	21387	9188	782	44487	1274	US	32	0	16	16	117833	0	pop	rap	country & folk	sensual	brooding	yearning	falling, love	38.668	0.5475	0.0851	0.0286	112.00	1.87	0.08	0.06	various_artist	various_album	various_artist_various_album
7DNZwRWWzejnfpiZyJtL2P	spotify	spotify	7921	5455	727	4341	14718	21306	2008	47724	570	US	30	0	30	29	162858	1	country & folk	spoken & audio	pop	upbeat	rowdy	yearning	country, drive	38.185	0.6887	0.0942	0.0119	105.00	1.75	0.07	0.06	various_artist	various_album	various_artist_various_album
5R1N94lSbhylJ6lt8fD2TI	spotify	spotify	7197	5411	608	3645	13980	0	0	18074	357	US	112	0	49	54	188219	1	indie rock	rock	alternative	empowering	yearning	gritty	monsters, folk	37.877	0.7518	0.0000	0.0198	392.00	6.53	0.27	0.15	various_artist	various_album	various_artist_various_album
3folYMQ1upxfSD146iQyN4	spotify	spotify	6927	5370	711	3786	14823	13556	1060	37957	547	US	27	0	22	26	144636	0	reggae	electronica	other	cool	gritty	lively	reggae, bbq	37.590	0.7752	0.0782	0.0144	94.50	1.58	0.07	0.07	various_artist	various_album	various_artist_various_album
1EdyrYsYW6OhVhS4UzInsE	spotify	spotify	6522	5313	460	2618	12741	13701	1677	33581	317	US	41	0	38	39	218207	0	pop	rock	alternative	empowering	yearning	gritty	sweet, songs, sunny, days	37.191	0.8146	0.1224	0.0094	143.50	2.39	0.10	0.08	various_artist	various_album	various_artist_various_album
1PhxV2iVCPuR4pN39vf5T0	cb305f632c793f009882083e9e75f5b0	non-spotify	8547	5303	603	3460	7589	6873	1332	17515	436	US	162	0	62	68	139318	2	country & folk	pop	rock	upbeat	yearning	rowdy	country, hits, updated, lee, jana, hunter	37.121	0.6205	0.1938	0.0249	567.00	9.45	0.39	0.15	various_artist	various_album	various_artist_various_album
74lsbDpc3vMNHHwD0w07ke	spotify	spotify	6925	5285	604	4284	6348	0	0	9406	487	US	30	0	30	30	74183	8	country & folk	rock	pop	empowering	easygoing	gritty	country, coffeehouse	36.995	0.7632	0.0000	0.0518	105.00	1.75	0.07	0.28	various_artist	various_album	various_artist_various_album
3zQr1UqmpJEo58rlijapmI	spotify	spotify	6130	5209	469	2902	12890	12050	1638	32024	327	US	54	0	54	53	210191	1	pop	alternative	indie rock	melancholy	sentimental	romantic	early, grey, morning	36.463	0.8498	0.1359	0.0102	189.00	3.15	0.13	0.08	various_artist	various_album	various_artist_various_album
1gxinVbwRfBTm8u9Ilg2Qo	spotify	spotify	6673	5189	475	3009	9361	9086	1432	19761	213	US	204	0	40	55	173773	0	spoken & audio	pop	reggae	other	easygoing	aggressive	laugh, list	36.323	0.7776	0.1576	0.0108	714.00	11.90	0.50	0.13	various_artist	various_album	various_artist_various_album
45eQi1FqtF66P7LnAsREoT	b9d64b61d43900bf44cfc60628668e55	non-spotify	6409	5169	650	3085	9078	8895	2259	17017	160	US	10	0	9	1	167530	0	pop	soundtrack	other	yearning	urgent	upbeat	begin, soundtrack	36.183	0.8065	0.2540	0.0094	35.00	0.58	0.02	0.15	various_artist	single_album	various_artist_single_album
7u5sJDH2qETLLt3bi0QHou	32c29b4c12af78b08b403ed29e42317d	non-spotify	10885	5142	642	4364	12207	9929	886	29480	612	US	5433	21	1371	1567	146422	309	pop	indie rock	alternative	yearning	empowering	gritty	love, love, love	35.994	0.4724	0.0892	0.0208	19015.50	316.93	13.21	0.09	various_artist	various_album	various_artist_various_album
7rVRWqwddCG8vcJAkQVPpb	80d8ea87cb6a092caede80fdbfc05c6d	non-spotify	9433	5131	649	2677	9287	4257	1784	14338	342	US	40	0	37	39	204829	41	pop	indie rock	alternative	excited	energizing	yearning	other	35.917	0.5439	0.4191	0.0239	140.00	2.33	0.10	0.18	various_artist	various_album	various_artist_various_album
0JHYU9yefyVvlYAi2WTdKc	spotify	spotify	8009	5120	653	4141	18217	13381	1675	38999	458	US	64	0	54	59	231214	0	alternative	rock	indie rock	defiant	rowdy	urgent	grungy	35.840	0.6393	0.1252	0.0117	224.00	3.73	0.16	0.07	various_artist	various_album	various_artist_various_album
4PVvyd4T99XWeIZOFMbT7k	spotify	spotify	7505	5041	559	3140	15805	15846	1479	55231	711	US	135	0	121	126	211047	0	r&b	indie rock	alternative	yearning	urgent	rowdy	retro, pop	35.287	0.6717	0.0933	0.0129	472.50	7.88	0.33	0.05	various_artist	various_album	various_artist_various_album
45mgsdGBbdwfWkn8SmChCW	spotify	spotify	7286	5039	605	5762	23976	16880	2260	58321	613	US	31	0	31	31	252454	0	r&b	pop	dance & house	sensual	sophisticated	romantic	slow, jams	35.273	0.6916	0.1339	0.0105	108.50	1.81	0.08	0.04	various_artist	various_album	various_artist_various_album
3J84J3LjFU6nURoZoIMQk2	34e4ae3e49761ddff9d594f68c863706	non-spotify	7525	5018	486	3689	9083	5762	664	18413	294	US	558	0	268	317	143335	176	indie rock	pop	alternative	yearning	empowering	sophisticated	indie	35.126	0.6668	0.1152	0.0160	1953.00	32.55	1.36	0.14	various_artist	various_album	various_artist_various_album
2i0HbrNwqR7TTHFFet80W6	spotify	spotify	6448	4979	606	8891	34906	28268	2456	91942	546	US	50	0	47	49	333016	0	indie rock	alternative	pop	brooding	yearning	defiant	sunday, drive	34.853	0.7722	0.0869	0.0059	175.00	2.92	0.12	0.03	various_artist	various_album	various_artist_various_album
0sgqriVctUriRC0T7cGdaO	spotify	spotify	7155	4940	995	6305	22444	22875	1925	74775	1089	US	20	0	19	18	143330	0	electronica	pop	indie rock	peaceful	serious	romantic	hush, little, darlings	34.580	0.6904	0.0842	0.0146	70.00	1.17	0.05	0.03	various_artist	various_album	various_artist_various_album
18r4ikQ9QIEadE297sYmaL	f9c0e5f77cbb3175652ddf892587db9c	non-spotify	12044	4903	770	4430	11440	8654	1095	26740	708	US	228	0	181	204	119856	3	pop	dance & house	electronica	excited	aggressive	energizing	best, remixes	34.321	0.4071	0.1265	0.0265	798.00	13.30	0.55	0.09	various_artist	various_album	various_artist_various_album
29mm0vMAkaHK0UoHZ5Nebo	a58a92c255d879bb2347ea345a946e71	non-spotify	8449	4844	547	2733	8696	8195	1810	17133	284	US	71	0	63	5	138298	27	punk	religious	alternative	defiant	urgent	excited	punk, goes, pop	33.908	0.5733	0.2209	0.0166	248.50	4.14	0.17	0.14	various_artist	various_album	various_artist_various_album
3vnMvai9y76U8WlPRNICsZ	spotify	spotify	10755	4829	971	5827	37743	28155	2864	94990	1068	US	45	0	34	34	235411	0	rap	punk	electronica	defiant	cool	energizing	classics	33.803	0.4490	0.1017	0.0112	157.50	2.63	0.11	0.03	various_artist	various_album	various_artist_various_album
5u9r9hti3uVfQVhLOEWA4g	spotify	spotify	6162	4700	403	2659	6433	2637	434	11545	195	US	46	0	44	45	111322	0	indie rock	pop	country & folk	brooding	defiant	yearning	folk, pop	32.900	0.7627	0.1646	0.0169	161.00	2.68	0.11	0.20	various_artist	various_album	various_artist_various_album
21J20PgNUj49fSp2UOfawo	8eb8162913ad5b104674476b9dc34850	non-spotify	5686	4620	362	2343	7191	6121	1432	15708	217	US	3113	129	656	853	227636	121	electronica	dance & house	indie rock	sensual	melancholy	brooding	instrumental, music, work, melodic, electronica, instrumental, mix	32.340	0.8125	0.2339	0.0138	10895.50	181.59	7.57	0.15	various_artist	various_album	various_artist_various_album
5FozbV1b7942P4Ksud1qu7	spotify	spotify	6792	4602	506	2336	9190	7941	1116	27725	526	US	68	0	60	64	117661	0	dance & house	indie rock	alternative	urgent	excited	sensual	hipster, funk	32.214	0.6776	0.1405	0.0190	238.00	3.97	0.17	0.08	various_artist	various_album	various_artist_various_album
2fHW7bMt4ZrqxhTgkO5VUY	spotify	spotify	6592	4574	368	1919	6372	9108	1477	17738	214	US	68	0	63	67	144262	0	alternative	indie rock	rock	urgent	rowdy	brooding	dive, bar, essentials	32.018	0.6939	0.1622	0.0121	238.00	3.97	0.17	0.13	various_artist	various_album	various_artist_various_album
67RWbkZ5hpqZhxEmkAtgrv	spotify	spotify	5454	4456	378	3516	15151	11799	1333	34483	256	US	161	0	155	160	245322	0	indie rock	pop	alternative	melancholy	yearning	gritty	workday, acoustic	31.192	0.8170	0.1130	0.0074	563.50	9.39	0.39	0.06	various_artist	various_album	various_artist_various_album
2SMldBHPIDPsDj9MCqiJng	cb305f632c793f009882083e9e75f5b0	non-spotify	9434	4452	709	3655	11596	9869	2077	27818	810	US	68	0	66	67	129227	23	dance & house	pop	rap	excited	defiant	aggressive	party, hits, updated, clean, charli	31.164	0.4719	0.2105	0.0291	238.00	3.97	0.17	0.08	various_artist	various_album	various_artist_various_album
2gbwwfwbiWVnNmWZ3Zsy3l	spotify	spotify	9248	4421	1066	9710	35317	26745	3405	116227	1719	US	29	0	22	29	188003	1	metal	rock	punk	aggressive	rowdy	defiant	adrenaline, workout	30.947	0.4780	0.1273	0.0148	101.50	1.69	0.07	0.02	various_artist	various_album	various_artist_various_album
7yJMbAoLHacZBgmcC64rrz	52604728978f633cfaedacbf881d25ba	non-spotify	6546	4390	222	1161	3520	3154	558	6772	89	US	488	0	210	227	121082	20	latin	pop	dance & house	empowering	sophisticated	romantic	baladas, mu00e1s, romu00e1nticas, espau00f1ol	30.730	0.6706	0.1769	0.0131	1708.00	28.47	1.19	0.32	various_artist	various_album	various_artist_various_album
5wiHHPmokzB3xNxsB1Gzs9	spotify	spotify	9615	4366	934	7009	23043	19418	2675	59520	995	US	29	0	28	29	158287	1	rap	indie rock	dance & house	defiant	cool	urgent	walk, like, place	30.562	0.4541	0.1378	0.0167	101.50	1.69	0.07	0.04	various_artist	various_album	various_artist_various_album
1blsLuTXvdcd0IFaBZKsEI	spotify	spotify	6092	4329	481	2297	9879	10051	1433	29193	432	US	78	0	67	75	127550	1	electronica	r&b	indie rock	sensual	brooding	excited	sensuality	30.303	0.7106	0.1426	0.0148	273.00	4.55	0.19	0.07	various_artist	various_album	various_artist_various_album
5uCzPNeDIluqfrrtVmKjoS	spotify	spotify	5648	4308	488	3666	14919	14931	1746	38268	324	US	50	0	45	46	211567	0	indie rock	alternative	pop	melancholy	sensual	brooding	indie, reflection	30.156	0.7627	0.1169	0.0085	175.00	2.92	0.12	0.06	various_artist	various_album	various_artist_various_album
4Xh0WM8n9cQ1Pfl6HqLWbD	spotify	spotify	5381	4123	376	2197	8906	12380	1813	27271	233	US	87	0	79	86	154812	0	rock	indie rock	country & folk	gritty	upbeat	yearning	back, porch	28.861	0.7662	0.1464	0.0085	304.50	5.08	0.21	0.08	various_artist	various_album	various_artist_various_album
5cM9vw8ffbt53NvwmO2Y17	spotify	spotify	6977	4103	432	2755	12239	11085	1368	29826	338	US	90	0	79	84	154685	0	country & folk	rock	pop	rowdy	upbeat	gritty	country, nights	28.721	0.5881	0.1234	0.0113	315.00	5.25	0.22	0.07	various_artist	various_album	various_artist_various_album
5uyhBdXXU45smNFcfHPtgp	spotify	spotify	5674	4097	697	3094	7310	853	92	12600	850	US	13	0	13	12	47130	0	electronica	dance & house	indie rock	sensual	romantic	yearning	dreamy, wind	28.679	0.7221	0.1079	0.0675	45.50	0.76	0.03	0.16	various_artist	various_album	various_artist_various_album
64CqgONJ4PD1YBaWvHmH1w	768d238ec9234aec988e58a9f5718782	non-spotify	6351	4090	159	564	1168	2015	806	3056	49	US	378	0	279	302	129419	177	pop	rap	alternative	excited	urgent	empowering	other	28.630	0.6440	0.4000	0.0160	1323.00	22.05	0.92	0.67	various_artist	various_album	various_artist_various_album
751pA3tTTqehM2oghbAH86	spotify	spotify	5050	4076	403	2789	10914	11993	1509	29233	271	US	101	0	95	99	164192	1	country & folk	pop	indie rock	yearning	gritty	melancholy	new, folk, acoustic	28.532	0.8071	0.1258	0.0093	353.50	5.89	0.25	0.07	various_artist	various_album	various_artist_various_album
4I0Y2uhGZDZdbk0h9UVhaA	e1506c13857bec73ecef1ecb26efae78	non-spotify	10819	4070	397	2132	5366	4109	671	11624	288	US	629	12	456	484	101232	44	r&b	rap	pop	sensual	energizing	cool	other	28.490	0.3762	0.1633	0.0248	2201.50	36.69	1.53	0.18	various_artist	various_album	various_artist_various_album
7o3Sahykg4Ij6PYNqe6ivq	5fc6cf17646d6ae8413d8ca83ea0aa30	non-spotify	6378	4068	262	1147	3522	3118	682	6824	106	US	176	0	93	92	95523	7	latin	country & folk	traditional	rowdy	yearning	romantic	sertanejo, universitario	28.476	0.6378	0.2187	0.0155	616.00	10.27	0.43	0.30	various_artist	various_album	various_artist_various_album
473bnHuzXcRUsDmSkdUrmz	spotify	spotify	5368	4041	528	2960	8847	8813	1217	20393	291	US	76	0	38	36	124595	0	classical	other	pop	stirring	tender	romantic	opera, free, mind	28.287	0.7528	0.1381	0.0143	266.00	4.43	0.18	0.10	various_artist	various_album	various_artist_various_album
7b9DiMN2kttG8lYQogfQBw	e60d19313a8df36c7e6cf59e259e0d66	non-spotify	9141	4016	600	3590	8644	10050	1260	26316	842	US	102	0	94	95	98978	0	pop	r&b	indie rock	excited	energizing	yearning	pop, new, chris, miley, ariana, nicki, meghan, calvin, justin, one	28.112	0.4393	0.1254	0.0320	357.00	5.95	0.25	0.08	various_artist	various_album	various_artist_various_album
1oTVoAzl0uw6tcmPxznwSy	spotify	spotify	4742	4008	365	1704	4827	3660	284	13863	341	US	55	0	52	46	71356	0	dance & house	electronica	pop	sensual	brooding	melancholy	dinner, chill	28.056	0.8452	0.0776	0.0246	192.50	3.21	0.13	0.14	various_artist	various_album	various_artist_various_album
4OpU2KsAMJEm5f0eB8VujO	spotify	spotify	6330	3996	398	2188	7254	8811	1340	20958	338	US	78	0	70	76	113091	0	pop	r&b	rock	empowering	sophisticated	yearning	great, piano, songs	27.972	0.6313	0.1521	0.0161	273.00	4.55	0.19	0.10	various_artist	various_album	various_artist_various_album
1KP2q2C8JHXsbw0etowlut	spotify	spotify	5340	3977	416	1958	9943	18738	1623	46264	420	US	54	0	27	27	127952	0	indie rock	alternative	electronica	excited	brooding	yearning	cocktails, dreams	27.839	0.7448	0.0866	0.0091	189.00	3.15	0.13	0.04	various_artist	various_album	various_artist_various_album
0nM0EbLU4gnLpzbBwvtkyi	spotify	spotify	5110	3957	459	2388	9440	10149	1145	28674	346	US	33	0	33	33	105922	0	jazz	r&b	pop	energizing	rowdy	yearning	funked	27.699	0.7744	0.1128	0.0121	115.50	1.93	0.08	0.07	various_artist	various_album	various_artist_various_album
5VItICXtFUzgoAmqy7QRFL	e57dc9fceec1a21c916150d89cacf6e9	non-spotify	4639	3934	327	1902	4975	3776	577	10636	188	US	74	0	48	46	104238	85	jazz	classical	alternative	tender	sentimental	sophisticated	jazz, piano	27.538	0.8480	0.1528	0.0177	259.00	4.32	0.18	0.18	various_artist	various_album	various_artist_various_album
6qA1lJEEyxOW9owCPo6nHJ	spotify	spotify	6794	3934	670	1832	4663	170	48	6867	584	US	30	0	15	15	33714	1	electronica	pop	rap	sensual	excited	brooding	svenska, snackisar	27.538	0.5790	0.2824	0.0850	105.00	1.75	0.07	0.29	various_artist	various_album	various_artist_various_album
29dTrOurPDrMcrnio2q6hZ	6be9a0976e1db2d04cd0c3d9c7372d4e	non-spotify	7519	3899	303	1426	4328	4126	975	8515	146	US	239	2	140	165	118141	4	rock	alternative	metal	rowdy	excited	empowering	classic, rock	27.293	0.5186	0.2363	0.0171	836.50	13.94	0.58	0.23	various_artist	various_album	various_artist_various_album
43rSnXFDoctqiZxvEqH14P	spotify	spotify	4748	3856	376	3731	8467	0	0	12072	223	US	43	0	43	43	100847	2	indie rock	rock	country & folk	gritty	melancholy	brooding	chill, folk	26.992	0.8121	0.0000	0.0185	150.50	2.51	0.10	0.16	various_artist	various_album	various_artist_various_album
10Rxjoielqc2YtNyA472wb	f2ef53e6bc326063b9d0854fc9c9b1a2	non-spotify	3876	3828	15	31	51	48	36	64	0	US	29	0	6	4	123101	1579	rap	other	other	other	other	other	th, top, songs	26.796	0.9876	0.7500	0.0000	101.50	1.69	0.07	29.91	various_artist	various_album	various_artist_various_album
4cRBvmMEXPfrZNdihTlBrc	spotify	spotify	5172	3818	359	2661	10389	12381	1668	31375	302	US	106	0	99	104	153686	0	indie rock	country & folk	pop	gritty	melancholy	empowering	folksy, love	26.726	0.7382	0.1347	0.0096	371.00	6.18	0.26	0.06	various_artist	various_album	various_artist_various_album
0uYwr7KqdqxfO8ascbeyja	spotify	spotify	5191	3807	440	3180	7859	1	1	10476	290	US	52	0	49	51	107356	9	rock	alternative	blues	urgent	defiant	brooding	blues, roots, rock	26.649	0.7334	1.0000	0.0277	182.00	3.03	0.13	0.18	various_artist	various_album	various_artist_various_album
6OzKk3EjMczg2gvrQT81OO	spotify	spotify	7167	3784	495	2921	15164	13419	1932	39414	424	US	84	0	76	74	151463	0	rap	r&b	alternative	defiant	cool	sensual	ill, lyricist	26.488	0.5280	0.1440	0.0108	294.00	4.90	0.20	0.05	various_artist	various_album	various_artist_various_album
0JVL0SB8fb1XM9Uc4AJK8X	spotify	spotify	5108	3780	652	4351	25909	15039	1497	60208	676	US	46	0	40	43	183606	0	electronica	indie rock	new age	peaceful	tender	sensual	musical, therapy	26.460	0.7400	0.0995	0.0112	161.00	2.68	0.11	0.03	various_artist	various_album	various_artist_various_album
4V2r7rQqLcuPNTaF1yWBcr	6987037f34b5cee787a1a5e8de9b2689	non-spotify	6450	3779	413	3101	9955	12663	2726	29326	445	US	184	0	89	88	162544	34	alternative	indie rock	pop	defiant	excited	yearning	music, know, banks, updated, mary, sam, mary, nick, lana, rey	26.453	0.5859	0.2153	0.0152	644.00	10.73	0.45	0.06	various_artist	various_album	various_artist_various_album
3KO9gKkuxNtZj1Ka4xNBkA	e60d19313a8df36c7e6cf59e259e0d66	non-spotify	8057	3730	537	4072	13332	9322	1319	32702	652	US	100	0	82	75	132790	2	r&b	rap	pop	sensual	sophisticated	defiant	jams	26.110	0.4630	0.1415	0.0199	350.00	5.83	0.24	0.06	various_artist	various_album	various_artist_various_album
3Irogru6vgG5fRaegdGhcj	e60d19313a8df36c7e6cf59e259e0d66	non-spotify	9051	3711	567	2931	9213	10643	1222	29941	669	US	144	0	116	125	86866	2	pop	r&b	rap	excited	energizing	sensual	ultimate, summer, playlist	25.977	0.4100	0.1148	0.0223	504.00	8.40	0.35	0.06	various_artist	various_album	various_artist_various_album
5UmfxFC81RiuC6vOY4nj7c	694c62196d235c7a3198436cb3ceb010	non-spotify	8735	3679	439	2099	6192	5738	1720	12730	266	US	95	0	86	88	112119	13	rap	electronica	dance & house	defiant	energizing	aggressive	pump	25.753	0.4212	0.2998	0.0209	332.50	5.54	0.23	0.14	various_artist	various_album	various_artist_various_album
1z7RSn6N0WSwg4iJgU4BhX	f0c6cb0c7a6848d254dc30f7890f4c0c	non-spotify	6215	3676	282	1547	5111	4977	1037	10606	118	US	384	0	247	274	146423	33	country & folk	pop	rock	upbeat	yearning	empowering	todays, top, country, hits	25.732	0.5915	0.2084	0.0111	1344.00	22.40	0.93	0.17	various_artist	various_album	various_artist_various_album
4mBnWZjnIdwyE9FqpSuwbP	spotify	spotify	6005	3618	421	2685	9466	7949	1297	25036	354	US	110	0	105	106	132622	2	rap	dance & house	electronica	cool	defiant	sensual	urban, poet	25.326	0.6025	0.1632	0.0141	385.00	6.42	0.27	0.07	various_artist	various_album	various_artist_various_album
3pGcBQlq94eOjoKLG2NoQi	spotify	spotify	6305	3587	456	2688	13215	13655	1712	34561	341	US	80	0	33	38	166741	1	alternative	metal	indie rock	defiant	urgent	yearning	rock	25.109	0.5689	0.1254	0.0099	280.00	4.67	0.19	0.05	various_artist	various_album	various_artist_various_album
3ziRJHv1S2zmscr4O4YmOi	2d23604c839e260fa483a33a16f17cc7	non-spotify	4419	3568	260	1519	4949	4753	829	11085	131	US	123	0	69	92	106826	9	indie rock	alternative	rock	yearning	gritty	melancholy	folk, indie, collection	24.976	0.8074	0.1744	0.0118	430.50	7.18	0.30	0.16	various_artist	various_album	various_artist_various_album
5RanBE8SfGoqSuc7LSF0bH	cb305f632c793f009882083e9e75f5b0	non-spotify	7948	3543	603	3310	11579	5336	1275	21333	610	US	92	0	82	87	135252	21	rap	r&b	pop	defiant	cool	sensual	hip, hop, hits, updated, wiz, trey	24.801	0.4458	0.2389	0.0286	322.00	5.37	0.22	0.08	various_artist	various_album	various_artist_various_album
1VgRf3OQ9rhLyuWzyEDfoi	0899c16b7795e18e9697470d4a99e934	non-spotify	5581	3515	646	3672	9123	6714	698	19404	466	US	17	0	17	17	67676	1	metal	rock	alternative	rowdy	excited	urgent	decades, rock	24.605	0.6298	0.1040	0.0240	59.50	0.99	0.04	0.09	various_artist	various_album	various_artist_various_album
0gRQZlTMMeBo6oGNlSZB7w	99e8131ccc1b2475a61f1449dcc0cacd	non-spotify	8651	3513	403	2083	6839	6681	1422	16432	359	US	334	0	206	21	106529	0	soundtrack	children's	pop	lively	romantic	serious	disney	24.591	0.4061	0.2128	0.0218	1169.00	19.48	0.81	0.11	various_artist	various_album	various_artist_various_album
4nfMiXVxDGVC6VgS8wE70D	a501dab64858919fe9010d4276a92575	non-spotify	5442	3493	424	7567	12763	6046	1276	20978	205	US	36	0	5	9	154105	0	pop	other	other	defiant	excited	sensual	ptx, playlist	24.451	0.6419	0.2110	0.0098	126.00	2.10	0.09	0.08	various_artist	various_album	various_artist_various_album
33xsmTk4KLHUH4RM6zxX3s	spotify	spotify	4413	3482	582	4059	19199	25243	1939	63392	554	US	29	0	28	29	152554	0	electronica	indie rock	dance & house	sensual	excited	somber	sunday, lounge	24.374	0.7890	0.0768	0.0087	101.50	1.69	0.07	0.03	various_artist	various_album	various_artist_various_album
1ZMO8PF2kJKFoVOxlHVRfc	spotify	spotify	5367	3467	346	1822	7085	6899	1175	23377	296	US	41	0	2	34	110865	0	metal	alternative	punk	urgent	defiant	rowdy	intense, gaming	24.269	0.6460	0.1703	0.0127	143.50	2.39	0.10	0.07	various_artist	various_album	various_artist_various_album
3eK1NquB3qsmIEHMZ2QbFL	ae21a247133f4e0fe74aeb0b085eb62c	non-spotify	15938	3459	384	2583	8289	7523	1556	18572	218	US	74	0	58	68	139600	4	religious	rock	pop	empowering	yearning	melancholy	christian, music	24.213	0.2170	0.2068	0.0117	259.00	4.32	0.18	0.09	various_artist	various_album	various_artist_various_album
33oYAKEYb5nKQ55j9VZZna	7dfec6d119da5a0083d2b67070af8d15	non-spotify	4235	3450	164	943	2567	1911	644	4829	61	US	337	0	89	115	115460	567	soundtrack	new age	classical	romantic	serious	peaceful	epic, study, music	24.150	0.8146	0.3370	0.0126	1179.50	19.66	0.82	0.36	various_artist	various_album	various_artist_various_album
4HxsYV0lUhNWlehhnhFJoV	e25919ed1dfc02b23f0d11e73cb9c77a	non-spotify	7377	3413	622	4131	9173	4267	307	19891	749	US	106	0	86	92	58827	12	pop	rock	r&b	empowering	sophisticated	romantic	broke, heart	23.891	0.4627	0.0719	0.0377	371.00	6.18	0.26	0.09	various_artist	various_album	various_artist_various_album
3DB1nSGON3ml0SQFqvQmJd	spotify	spotify	4358	3297	270	1360	7168	8976	922	28871	307	US	126	0	1	1	103468	1	electronica	indie rock	alternative	sensual	brooding	energizing	laid, back, party	23.079	0.7565	0.1027	0.0106	441.00	7.35	0.31	0.06	single_artist	single_album	single_artist_single_album
0KhVGGHXQEL041DC5tVZGL	949222e687f61a105e7e80a334592de2	non-spotify	3764	3281	124	609	1731	1793	343	3366	30	US	562	0	37	36	106802	46	spoken & audio	pop	blues	other	easygoing	cool	best, stand, comedy	22.967	0.8717	0.1913	0.0089	1967.00	32.78	1.37	0.49	various_artist	various_album	various_artist_various_album
3YtYeFJwDavvrFOU4YpxmT	2905b6de3789e5618f4b8d62315d65b6	non-spotify	4774	3279	489	2354	7302	11865	3051	17237	177	US	12	0	12	12	117772	0	rock	r&b	punk	upbeat	lively	urgent	guardians, galaxy, soundtrack	22.953	0.6868	0.2571	0.0103	42.00	0.70	0.03	0.10	various_artist	various_album	various_artist_various_album
5IPfK17zBMnr8jcFIqUCTw	092c607083b1f61baf1b77781a39a51b	non-spotify	10309	3253	335	1460	4208	3674	779	8269	214	US	588	0	482	463	85226	26	rap	pop	r&b	defiant	energizing	cool	throwback	22.771	0.3155	0.2120	0.0259	2058.00	34.30	1.43	0.20	various_artist	various_album	various_artist_various_album
3C7xjpWeAjCSi1Rei3sHBg	dfdd5cc7c29002d2736c6b7a5b9b4315	non-spotify	5436	3251	364	1570	4685	8386	2221	13595	230	US	170	0	68	73	93431	41	pop	indie rock	electronica	excited	urgent	energizing	tyler, jams	22.757	0.5981	0.2648	0.0169	595.00	9.92	0.41	0.12	various_artist	various_album	various_artist_various_album
